name,phone,website,category,address
"Bright Smiles Family dental Care","+91-78990 10100","","dentist","87 Panathur Main Road, Bengaluru 560087"
"The Smile Kraftz Speciality Clinic","+91-9738123415","","dentist","No.01 Mathrusree Plaza, Tulsi Lyt, Kasavanahalli Main Road, Bengaluru 560034"
"Aditi Dental Care","+91-96119 80263","http://www.aditidentalcare.com/","dentist","955 Ambalipura, Sarjapura Road, Bangalore 560102"
"Banashankari Medicals","+91-9535509099","","pharmacy","8 Amruth College Main Road, Varthur Hobli, Kasavanahalli, Bengaluru 560035"
"Trust Chemists & Druggists Ltd","+91-80 2563 0022","https://www.trustpharmacy.co.in/","pharmacy"," Hosur Rd, Zuzuvadi, Madiwala, 1st Stage, BTM Layout, Bangalore 560068"
"Krishna Medical & General Stores","+91-9980276727","","pharmacy","70 CSB Layout, Kasavanahalli, Sarjapur Road, Bangalore 560034"
"The Family Doctor & The Family Pharma","+91-80 2574 6204","https://www.thefamilydoctor.co.in/","hospital","65 Sarjapur Main Rd, Kaikondrahalli, bangaluru 560035"
"Life Line Medicals & General Stores","+91-080 4116 9446","","pharmacy","528, Bvr Complex Sarjapur Road Bellandur Gate, Bellandur, Bangaluru 560037"
"Life Care Hospital","+91-80 2684 6677","https://lifecarehosp.com/","hospital","2324 Om Complex, 20th Main, Gangotri Circle, BTM Layout, Madiwala, Bangaluru 560029"
"Bhagavathi Hospitals Private Limited","+91-80 4124 5860","","hospital",".L-168 HSR Layout Sector 6, bangalore 625009"
"Gunasheela Hospitals","+91-80 - 4646 2626","http://gunasheela.co.in/","hospital","365 Sulochana Building, 1st Cross Rd, 3rd Block, Sarjapura Main Road, Koramangala, bangalore 560034"
"Dr. Dhirendra H Deshpande","+91-80 4121 1945","","clinic","51 Chintal Plaza, 10th Main, 33rd Cross, 4th Block, Jayanagar, bangalore 560011"
"navyashree medicals & general stores","+91-99724 20206","","pharmacy","124/5 doddakannehalli carmaleram post, Sarjapura Main Road, Bangalore 560035"
"Mahaveer Orthopeadic Clinic","+91-80 3221 8709","http://www.mahaveerorthopodiatryclinic.com/","clinic","Shub Enclave, 47 Haralur Rd, Ambalipura, Bangalore 560103"
"SK Eye and Skin Clinic","+91-80 4121 4683","www.skeyeskin.com","clinic","17/1 ARB Complex, Ambalipura, Bellandur Gate, Bellandur Main Road Off Sarjapur Main Road, Bangalore 560102"
"A & J Ayur Care","+91-9243112373","","clinic"," Chikkanayakanahalli Road, Doddakanahalli Junction, Sarjapur Road, Bangalore 560035"
"Addresshealth Child Health Clinic","+91-8066815572","https://www.addresshealth.com/","clinic","14 Kaikondrahalli, Sarjapur Road, Bangalore 560034"
"Alpha Clinics","+91-080 4171 7070","","clinic","177 Kasavanahalli main road, sarjapur road, Bangalore 560035"
"Esthetix Orthodontic and Cosmetic Dental Clinic","+91-9986003860","","clinic"," Kristal Jasper Commercial Complex, Kasavanahalli Main Road, Sarjapur Road, Bangalore 560035"
"Murthy Health and Research Centre","+91- 80 2553 6090","","clinic","97 Sarjapura Road, Jakkasandra Extension, Bangalore 560034"
"Annayya Healthcare Pvt Ltd","+91-9845504949","","clinic","14 14th Main, 5th Sector, HSR Layout, Bangalore 560034"
"Chumbak","6747589579869","https://www.chumbak.com/","clothes","forum mall Hosur Road, Bangalore 560095"
"North Indian Restaurant","","","restaurant","12, 17th Cross 13th Main Road, 2nd Stage, BTM, Bangalore 560076"
"Paratha Junction","","","restaurant","1st Main Road Opp Vijaya Bank, Bannerghatta Road, Bangalore, Bangalore 560076"
"Shoppers Stop","080-23097000","https://www.shoppersstop.com/","clothes"," ,  "
"NRS Medical & Dental Specialists Centre","08026696054","","hospital","5 80 feet road,banashankari, bangalore 560050"
"Westside","8066641230","https://www.mywestside.com","clothes","15, Magrath Rd, Ashok Nagar, Bengaluru, Magrath Road, Bangalore 560025"
"Presto","080 2662 2058","","restaurant","49 S Kariyappa Road, Bangalore 560004"
"Halli Thindi","080 2661 9777","","restaurant","3 Bull Temple Road, 5th Main Road, Bangalore 560004"
"Baisakhi Vegetarian Restaurant","+91 80 6533 9999","","restaurant","112 Gandhi Bazar Main Road, Basavanagudi, Bangalore 560004"
"Cookie Man","","","bakery","Ashoknagar Magrath Road, Bangalore 560025"
"Szechuan Dragon Chinese Restaurant","096635 67711","","restaurant","8 Behind BMS College of Engineering, Bangalore 560004"
"Cafe Coffee Day","093423 93106","https://www.cafecoffeeday.com/","cafe"," "Pritech Park, Bellandur,, BANGALORE 560103"
"Koli Mane","080 2676 5670","","restaurant","147/1 Basavangudi, Bangalore 560004"
"Beijing Bites","080 4090 4288","https://beijingbites.com/","restaurant","407 Kammanahalli Main Rd, Bangalore 560043"
"Reliance Digital","80672 94052","https://www.reliancedigital.in/","electronics","Survey No. 132P, 133P, & 134P, Nagawara Junction, Manayata Tech Park Thanisandra Main Road, Bangalore 560077"
"I centre","8067294099","www.icentre.co.in","electronics","Survey No. 132P, 133P, & 134P, Nagawara Junction, Manayata Tech Park Thanisandra Main Road, Bangalore 560077"
"Sapna Book House","80672 941 51","https://www.sapnaonline.com","books","Survey No. 132P, 133P, & 134P, Nagawara Junction, Manayata Tech Park Thanisandra Main Road, Bangalore 560077"
"Dr. Suresh's Dia Care","080 2338 2867","drsureshdiacare.com","pharmacy","723/B 11th Main Rd, 3rd Block, Rajaji Nagar, bangalore 560010"
"Amrutha Medicals","080 2311 7929","","pharmacy","403 Dr. Rajkumar Road, 6th Block, 80 Feet Rd, 4th Block, Ramchandrapuram, Rajaji Nagar, bangalore 560010"
"Health Shopee by Manjushree Medicals","+91 98861 14333","","pharmacy","2941/5 Mahakavi Kuvempu Road, 2nd Stage, Rajajinagar, Near Varalaxmi Nursing Home, D-Block, Gayatrinagar, Rajaji Nagar, bangalore 560010"
"Mainland China","080 2545 1358","https://www.speciality.co.in/mainland_china/index.html","restaurant","430 Kalyan Nagar, Bangalore 560043"
"Sigree Global Grill","080 2545 1318","https://www.speciality.co.in/global_grill/index.html","restaurant","430 Kalyan Nagar, bangalore 560043"
"Chung Wah","098454 94499","","restaurant","418 5th Main Road, Bangalore 560043"
"Sri Srinivasa Medicals","080 2353 5499","","pharmacy","16 Hmt Layout, Near-R T Nagar Bus Depot, R T Nagar, HMT Layout, Dinnur, RT Nagar, bangalore 560032"
"Sri Venkateshwara Medicals","+91-96327 00311","","clinic"," E block, Subramanyanagar,2 State, Rajaji Nagar, bangalore 560010"
"Fragrant Kitchen","+91 96633 33004","http://www.fragrantkitchen.in/","restaurant","8 Chelekere Main Road, bangalore 560043"
"Nandhi Medical And General Stores","080 2314 5334","","pharmacy","2/835/64/1 4th Block, Amulya Corner, 3rd Main, 3rd Main Road, 4th Block, Rajaji Nagar, bangalore 560010"
"Thran","080 4205 0685","","restaurant","507 CMR Road, Bangalore 560043"
"Aioli BBQ & Grill Smoke House","080 6999 0174","","restaurant","7 5th main road,  "
"Unwined","080 4167 8999","","restaurant","436 5th A Cross, bangalore 560043"
"Reliance trendz","8067294066","https://www.ril.com/","clothes","Survey No. 132P, 133P, & 134P, Nagawara Junction, Manayata Tech Park Thanisandra Main Road, Bangalore 560077"
"Dental Clinic","080 2529 4257","","dentist","3281 12th Main, Hal 2nd Stage, Indiranagar, Bangalore 560008"
"Tabla Restaurant","080 49652740","","restaurant","1 Soul space Paradigm, Marathahalli, Bangalore 560037"
"Spar","8067294041","http://sparindia.org.in/locations/","supermarket","Survey No. 132P, 133P, & 134P, Nagawara Junction, Manayata Tech Park Thanisandra Main Road, Bangalore 560077"
"Bombay Dyeing","9611293174","https://bombaydyeing.com/","furniture","Survey No. 132P, 133P, & 134P, Nagawara Junction, Manayata Tech Park Thanisandra Main Road, Bangalore 560077"
"Jockey","8067294026","https://www.jockeyindia.com/stores/karnataka/bangalore","clothes","Survey No. 132P, 133P, & 134P, Nagawara Junction, Manayata Tech Park, Thanisandra 100 Feet Main Road, Kasba Hobli, MS Ramaiah North City, Manayata Tech Park Thanisandra Main Road, Bangalore 560077"
"Holy Flames","+91 70226 12902","https://www.holyflames.in/","restaurant","32/30 Silver Springs Layout, Marathahalli, Bengaluru, Bangalore 560037"
"Max","080672 94015","www.maxfashionindia.com/","clothes","Survey No. 132P, 133P, & 134P, Nagawara Junction, Manayata Tech Park Thanisandra Main Road, Bangalore 560077"
"Mom And Me","","https://www.babyoye.com/b/Mom-&-Me","clothes","Survey No. 132P, 133P, & 134P, Nagawara Junction, Manayata Tech Park Thanisandra Main Road, Bangalore 560077"
"Ayyappa Bakery","","","bakery","1 Kariyammana Agrahara Rd, Kadubeesanahalli, Marathahalli, Bangalore 560037"
"Brunchilly","+91 80 49652104","","restaurant","39/5 RBD Sarovar Portico, Doddanekundi, Outer Ring Road, Marathahalli, Bangalore 560037"
"levis","","https://www.levi.in/","clothes","Survey No. 132P, 133P, & 134P, Nagawara Junction, Manayata Tech Park Thanisandra Main Road, Bangalore 560077"
"Sanjha Chulha Restaurant","+91 96866 78120","","restaurant"," Purva Riviera Shopping Complex, Marathahalli, Bangalore 560037"
"Clarie's","8040698857","https://garudamall.in/","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"Levi's","099085 86325","https://www.levi.in/","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"Tommy Hilfiger","8041573443","https://global.tommy.com/","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"Arrow","8041658804","http://www.arrowlife.com","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"Nike","080 4175 1839","https://www.nike.com/in/","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"Estee Lauder","8040698857","https://garudamall.in/","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"ShopperStop","08043401317","https://www.shoppersstop.com","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"Mustard","080 4111 3391","https://www.mustardfashion.com/","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"SteveMaden","8040698857","https://www.stevemadden.in/","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"Forever","080 4110 4473","https://bangalore.mallsmarket.com/malls/garuda-mall-magrath-road-ashok-nagar/stores/forever-21","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"Swarovski","080666 41088","https://garudamall.in/","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"U.S. Polo Assn.","8040698857","https://garudamall.in/","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"Adidas","080 4171 2312","https://www.adidas.co.in/","sports","Ashoknagar Magrath Road, Bangalore 560025"
"Allen Solly","080 4107 6734","https://www.allensolly.com","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"Women(POI)","8040698857","","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"Chemistry","8040698857","https://chemistryindia.com/","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"Fabindia","080 3221 6151","https://www.fabindia.com/","clothes","Garuda Mall Magrath Road, Bangalore 560025"
"Enamor","080 4112 6141","https://enamor.co.in/","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"Forever New","080 4112 6994","https://www.forevernew.co.in/","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"Mint(POI)","080 4123 9142","https://garudamall.in/","clothes","Ashoknagar Magrath Road, Bangalore 560025"
"Mumbai Spice","+91 9880055571","","restaurant","18/2 10th Cross, Malleswaram, Bangalore 560003"
"Asha Sweet Center","080 4206 7320","https://ashasweetcenter.com/","restaurant","405 Sampige Road, Malleshwaram,Bangaloe 560003"
"Chandu's Deluxe","080 6599 6565","","restaurant","10, 3 8th Cross Road, Malleshwaram,Bangaloe 560003"
"Sri Venkateshwara Hotel","+91 80 4965 2659","","restaurant","2nd Temple Street, Malleshwaram,Bangalore 56003"
"New Fishland","+91 8553464945","","restaurant","59 3rd Temple Road, Malleswaram, Bangalore 560003"
"Srushti Coffee","+91 98456 87778","","restaurant","food court,3rd floor,mantri square mall 8th Main Road, Bangalore 560055"
"Chetty's Corner","098440 95576","https://www.chettyscorner.com/","restaurant","35/2 16th Cross Road, Bangalore 560003"
"Hotel Ayodhya Upahar","+91 96200 56546","","restaurant","Opposite Vyatikal Police Station Vyalikaval Main Road, Bangalore 560003"
"Brahmins Thatte Idli","099006 44777","https://www.facebook.com/brahminsthatteidli","restaurant","133 8th Main Road,Malleshwaram, Bangalore "
"Fenix - Sunray Hotel","+91 8 971254477","www.sunrayhotel.com","restaurant"," Opposite Prestige Tech Park, Marathahalli, Outer Ring Road, Kadubisanahalli, Marathahalli, Bangalore, Bangalore 560037"
"1522 the Pub","080 3075 2607","https://www.thepub1522.com/","pub","1522,lepakshi building 17th Cross Road, Malleshwaram,2nd Stage,Bangalore 560003"
"Thalassery Restaurant","+91 80 3271 3030","","restaurant"," Chandra Layout, Marathahalli, Bengaluru,, Bangalore 560037"
"Burger King","","","fast_food","95/3 Outer Ring Road, Bangalore 560037"
"Accessory Palace","080-23094549","","clothes"," ,  "
"Kritunga Restaurant","+91 80 6566 5999","","restaurant","88 Outer Ring Road, Bangalore 560037"
"Absolute Barbecue","+91 80889 22203","www.absolute-barbecue.com","restaurant","90/4 Marathahalli Outer Ring Road, Bengaluru, Marathahalli, Bangalore 560037"
"Cave n Dine","080 23102051","https://cavendine.com/","restaurant","12 4th Stage, 3rd Block,Basaveshwara Nagar,, Bengaluru 560079"
"Shanmukha Restaurant","+91 80 4228 7405","www.shanmukharestaurant.com","restaurant","93/7 Near Home Town, Outer Ring Rd, Marathahalli, Bengaluru, Bangalore 560037"
"Nandhana Palace","+91 80 6444 4455","www.nandhanahotels.com","restaurant"," ,  560037"
"Nisarga restaurant","080 23400974","","restaurant","111 1st Main, Club Road, Near Food World, Hampi Nagar, RPC Layout,Vijay Nagar, Bangalore 560040"
"Sandwich Guru","+91 7829190119","","restaurant","109 1st Main, Widia Layout, Chandra Layout, Vijay Nagar, Bangalore 560040"
"Khaaja Chowk","+91 78460 94310","https://www.liveinstyle.com/","restaurant","1 Beside Symphony Teleca Building, Whitefield,, Bangalore, Bangalore 560066"
"Earth Plate","+91 80 2572 4114","www.earthplate.net","restaurant","14 17th Cross, Sector 7, HSR Layout, Bengaluru, Bangalore 560102"
"Allen Solly","080 22667550","https://www.allensolly.com/","clothes","UG 67 & 69 Sampige Road, Bengaluru 560003"
"Baboosh","+(91)-80-22667038","http://www.baboosh.co.in/","clothes","65 & 66 Sampige Road, Bengaluru 560003"
"Chung Wah","080 23567888","www.chungwah.in/","restaurant","48 Vyalikaval Main Road, Bangalore 560003"
"Anurag Medical Centre","","","hospital","#349/352/6/1/1 Main Road, Chandra Layout, Vijayanagar,, bangalore 560070"
"1947 Restaurant","080 2679 1213","","restaurant","5, 4th Floor, Above GIRIAS 15th Cross Road, Malleshwaram,Bangalore 560003"
"Sarvodaya Hospital","098440 74946","","hospital","11/2 Magadi Main Road, bangalore 560079"
"Manarch","","","clothes"," Next to Sobha Garnet Road, Drapes View, Sarjapur Main Rd, Iblur Village, Bellandur, Bengaluru 560103"
"AND","9538548800","https://www.andindia.com/","clothes","No. 26/10, Banaswadi Main Banaswadi Road, Bangalore 560033"
"Reddy Restaurant","+917760510003","","restaurant","1131 17TH CROSS,7TH SECTOR,HSRLAYOUT, bangalore 560102"
"Arrow","916402980","","clothes","No. 26/10, Banaswadi Main Road, Banaswadi Layout, Maruthi Sevanagar, Banaswadi Road, Bangalore 560033"
"Cocopelee","+91 80 2266 7250","http://www.cocopelee.com/","clothes","F 78 Sampige Road, Bengaluru 560003"
"Celio(POI)","080-23094019","https://www.celio.com/","clothes","No. 26/10, Banaswadi Main Road, Banaswadi Layout, Maruthi Sevanagar Banaswadi Road, Bangalore 560033"
"Flying Machine","080-23094048","www.flyingmachine.co.in","clothes","No. 26/10, Banaswadi Main Road, Banaswadi Layout, Maruthi Sevanagar Banaswadi Road, Bangalore 560033"
"Kohinoor","080 64524480 080 42134863","","restaurant","426 27th Main, 1st Sector, HSR Layout, Bangalore 560102"
"Global Desi","9538548800","https://www.globaldesi.in/","clothes","No. 26/10, Banaswadi Main Road, Banaswadi Layout, Maruthi Sevanagar, Banaswadi Road, Bangalore 560033"
"Go Colors","7676239416","https://www.gocolors.co.in","clothes","No. 26/10, Banaswadi Main Road, Banaswadi Layout, Maruthi Sevanagar Banaswadi Road, Bangalore 560033"
"The Punjabi Rasoi","080 25720999","","restaurant","1082 18th Cross, 3rd Sector, HSR, Bangalore 560102"
"Jack & Jones","080-23094010","https://www.jackjones.com/","clothes"," ,  "
"Levis(Poi)","080-23094031","https://www.levis.com.au/","clothes","No. 26/10, Banaswadi Main Road, Banaswadi Layout, Maruthi Sevanagar Banaswadi Road, Bangalore 560033"
"AND","+919538899789","http://andindia.anitadongre.com/","clothes","F 56 Sampige Road, Bengaluru 560003"
"Marks And Spencer","","https://www.marksandspencer.com/","clothes","No. 26/10, Banaswadi Main Road, Banaswadi Layout, Maruthi Sevanagar Banaswadi Road, Bangalore 560033"
"Grand City Supermarket","080 2563 9555","http://www.badaavane.in/nearby/Bangalore/Bellandur/Adarsh-Palm-Retreat","convenience","114/1 Green Elegance Apartment, Opposite Adarsh Palm Villas, Kaadubeesanahalli Rd, Devarabisanahalli, Doddakannelli, Bangalore 560103"
"Nike","8030160034","www.nike.ssiplgroup.com","clothes","LG-34 Sampige Road, Bengaluru 560003"
"Pepe Jeans","080-23094022","https://www.pepejeans.com/","clothes","No. 26/10, Banaswadi Main Road, Banaswadi Layout, Maruthi Sevanagar Banaswadi Road, Bangalore 560033"
"Sunland Boutique","","","clothes"," Challaghatta, bengaluru 560017"
"Soch","","www.sochstudio.com","clothes","No. 26/10, Banaswadi Main Road, Banaswadi Layout, Maruthi Sevanagar Banaswadi Road, Bangalore 560033"
"Columbia","+080 -22667014","https://www.columbiasportswear.co.in","clothes","F 15 Sampige Road, Bengaluru 560003"
"U.S. Polo Assn.","080-23094031","https://www.uspoloassn.com/","clothes"," ,  "
"Sea Spice","080 49652675","","restaurant","1890 9th Main Road, Banashankari 2nd stage,Bangalore 560070"
"Fila","+918022667474","","clothes","LG-34 Sampige Road, Bengaluru 560003"
"The Platter","080 6555 5534","","restaurant","10 30th Main road, Banashankari 2nd Stage, Bangalore 560085"
"Delhi Mahal Restaurant","+91 99008 03433","https://www.delhirestaurant.com/","restaurant"," Near Sai Baba Ashram, Kadugodi,, Belthur 560037"
"Indianova Healthcare Pvt Ltd","+9197390 07505","indianovahealthcare.com","hospital","58/1 3rd main shridi sai baba mandir road, Cambridge layout halasuru, Bangalore 560008"
"Siddaiah Multi Speciality Clinic And Lab","+919916130707","","pharmacy","#2/5 4th Cross Road, jai bharathnagar, Bengaluru 560033"
"Om Sai Punjabi Dhaba","+91 9632689248","","restaurant"," 3G Homes Crimson Layout, Kadugodi, Bengaluru, Bangalore 560037"
"Indian Medicals","+919448481490","","pharmacy","No.534 Kalkere Main road, 1st Cross, B Block, Aecs Layout, Kundalahalli, Bangalore 560037"
"Celio","+(91)-8022667018","https://www.celio.in/","clothes","77 Sampige Road, Bengaluru 560003"
"Adidas","+918030160034","https://shop.adidas.co.in/","sports","LG-34 Sampige Road, Bengaluru 560003"
"Swadesh Tadka","080 4215 1252","https://www.suvi.co.in/","restaurant","101 22nd Main Road,Banashankari, Bangalore 560070"
